51;14;[0,2,6,1,5,13]
51;8;[17,3,18]
51;18;[3,17,8]
51;6;[14,0,13,5,4,1,2]
51;1;[0,14,13,5,3,2,6]
52;7;[3,16,15]
52;11;[5]
52;1;[6,0,13,14,5,3,2]
52;18;[17,3,8]
52;12;[5]
52;2;[5,4,13,14,1,6,0]
52;0;[14,13,4,3,6,1,2]
52;13;[0,14,5,2,1,6]
52;6;[0,1,13,2,5,4,14]
52;15;[16,3,7]
52;14;[13,5,2,6,0,1]
52;8;[17,3,18]
53;1;[6,2,0,13,14,5,3]
53;0;[6,1,13,2,14,4,3]
53;15;[3,16,7]
53;13;[14,0,5,2,1,6]
53;18;[17,8,3]
53;2;[1,0,6,5,4,13,14]
53;8;[3,17,18]
53;11;[5]
53;12;[5]
53;6;[0,14,1,5,4,13,2]
53;7;[16,3,15]
53;14;[6,0,1,5,13,2]
54;13;[14,6,1,2,5,0]
54;12;[5]
54;11;[5]
54;0;[1,2,4,3,13,14,6]
54;1;[2,0,6,13,14,5,3]
54;8;[17,3,18]
54;7;[16,3,15]
54;18;[3,17,8]
54;6;[13,2,0,1,5,4,14]
54;2;[1,13,0,5,4,14,6]
54;14;[5,0,2,1,6,13]
54;15;[3,16,7]
55;18;[3,17,8]
55;11;[5]
55;14;[2,6,5,1,13,0]
55;12;[5]
55;0;[6,14,13,2,4,3,1]
55;7;[16,3,15]
55;6;[13,2,14,1,5,4,0]
55;8;[17,18,3]
55;15;[3,16,7]
55;13;[6,0,5,1,14,2]
55;1;[5,3,2,14,0,6,13]
55;2;[13,14,0,6,5,4,1]
56;0;[6,1,4,3,14,13,2]
56;6;[14,0,13,2,1,5,4]
56;7;[16,3,15]
56;12;[5]
56;14;[2,5,13,0,6,1]
56;18;[17,3,8]
56;15;[3,16,7]
56;1;[0,6,5,3,2,13,14]
56;11;[5]
56;13;[14,5,1,2,0,6]
56;8;[3,17,18]
56;2;[13,14,5,4,1,0,6]
57;18;[8,17,3]
57;8;[18,17,3]
57;0;[14,2,4,3,6,13,1]
57;11;[5]
57;15;[7,16,3]
57;2;[6,0,1,14,13,5,4]
57;14;[0,13,6,5,1,2]
57;7;[16,3,15]
57;1;[13,2,6,5,3,14,0]
57;12;[5]
57;13;[1,14,5,2,0,6]
57;6;[14,0,2,5,4,13,1]
58;14;[0,1,13,2,6,5]
58;6;[0,14,1,5,4,13,2]
58;11;[5]
58;7;[16,15,3]
58;15;[7,3,16]
58;12;[5]
58;18;[3,17,8]
58;0;[6,4,3,2,1,14,13]
58;8;[17,3,18]
58;1;[6,14,13,2,5,3,0]
58;2;[1,5,4,0,13,14,6]
58;13;[0,5,6,1,2,14]
59;12;[5]
59;18;[3,17,8]
59;15;[3,16,7]
59;8;[18,17,3]
59;13;[14,6,2,5,1,0]
59;11;[5]
59;1;[0,2,5,3,13,6,14]
59;7;[3,15,16]
59;2;[0,5,4,14,13,1,6]
59;6;[14,13,5,4,0,1,2]
59;0;[13,2,1,14,4,3,6]
59;14;[13,1,6,5,2,0]
60;7;[3,16,15]
60;13;[14,1,0,5,2,6]
60;0;[2,6,3,1,13,14,4]
60;14;[5,1,0,2,13,6]
60;2;[13,6,5,14,1,0,4]
60;15;[16,3,7]
60;9;[4,19]
60;19;[9,4]
60;11;[5]
60;8;[3,17,18]
60;17;[8,3,18]
60;18;[3,17,8]
60;1;[13,14,0,6,4,5,2]
60;12;[5]
60;6;[2,0,13,14,1,5,4]
60;4;[1,14,10,6,2,0,13]
61;11;[5]
61;19;[9,4,2,6,0]
61;0;[13,1,6,2,3,14,4]
61;12;[5]
61;4;[2,19,6,14,9,13,1]
61;6;[0,2,13,14,1,4,19]
61;18;[3,17,8]
61;8;[3,17,18]
61;2;[13,14,1,0,4,6,19]
61;15;[16,3,7]
61;7;[3,16,15]
61;13;[6,2,14,5,0,1]
61;17;[18,3,8]
61;9;[4,19]
61;1;[0,13,14,4,2,19,6]
61;14;[4,2,6,5,0,1,13]
62;4;[2,6,19,14,1,13,9]
62;17;[8,18,3]
62;18;[3,8,17]
62;15;[7,3,16]
62;8;[18,3,17]
62;9;[4,2,6,19]
62;7;[16,3,15]
62;11;[5]
62;2;[6,4,13,14,1,19,9]
62;12;[5]
62;19;[9,0,6,4,2]
62;6;[2,4,0,14,13,19,9]
62;0;[14,13,4,1,2,6,19]
62;13;[0,6,14,4,1,19,2]
62;1;[19,4,2,6,13,0,14]
62;14;[0,4,6,1,2,19,13]
63;12;[5]
63;14;[13,1,0,6,9,19,4]
63;6;[14,9,0,19,13,1,2]
63;0;[6,4,19,2,14,13,1]
63;13;[0,14,4,19,2,6,1]
63;1;[14,2,13,4,19,6,9]
63;7;[15,16,3]
63;9;[4,6,19,0,2]
63;19;[4,6,2,14,1,13,9]
63;4;[19,6,9,2,1,14,13]
63;15;[3,16,7]
63;8;[17,18,3]
63;11;[5]
63;2;[19,4,13,9,6,14,0]
63;17;[8,3,18]
63;18;[3,8,17]
64;14;[19,6,2,4,13,0,1]
64;19;[9,14,4,1,13,2,6]
64;17;[18,3,8]
64;1;[19,13,4,6,14,2,0]
64;4;[13,0,1,14,2,9,19]
64;15;[7,3,16]
64;18;[17,8,3]
64;8;[17,18,3]
64;11;[5]
64;2;[9,19,6,14,4,13,0]
64;0;[13,14,6,2,4,19,1]
64;7;[3,15,16]
64;12;[5]
64;6;[2,0,1,19,13,4,14]
64;13;[0,4,1,19,2,6,9]
64;9;[4,0,2,19,6]
65;0;[2,4,13,14,6,1,19]
65;19;[2,14,6,1,13,0,9]
65;8;[3,17,18]
65;6;[19,0,14,2,4,13,1]
65;11;[5]
65;1;[13,4,14,2,6,19,0]
65;17;[3,18,8]
65;15;[16,3,7]
65;13;[19,6,0,4,14,2,9]
65;2;[4,9,0,14,13,19,6]
65;12;[5]
65;9;[2,6,19,4,0,13,14]
65;4;[13,9,0,2,19,14,6]
65;7;[3,16,15]
65;18;[3,8,17]
65;14;[6,13,19,2,4,9,0]
66;7;[15,16,3]
66;12;[5]
66;9;[2,4,19,13,14,0,6]
66;18;[3,17,8]
66;15;[16,3,7]
66;11;[5]
66;17;[18,3,8]
66;6;[1,0,19,2,4,9,14]
66;19;[13,1,9,6,0,14,2]
66;13;[2,6,19,9,14,0,4]
66;0;[19,6,13,1,9,14,4]
66;2;[6,4,0,9,19,13,1]
66;14;[0,4,9,19,6,13,2]
66;4;[9,14,0,6,1,19,2]
66;8;[3,18,17]
66;1;[6,0,4,14,19,9,13]
67;8;[3,18,17]
67;11;[5]
67;17;[3,8,18]
67;6;[9,14,0,2,19,13,4]
67;14;[4,9,6,2,13,19,0]
67;15;[16,3,7]
67;4;[14,6,9,0,2,13,19]
67;7;[16,3,15]
67;12;[5]
67;0;[9,14,4,6,1,13,19]
67;13;[14,19,0,9,1,2,4]
67;1;[19,6,9,4,13,14,0]
67;9;[0,19,13,1,2,6,14]
67;18;[3,8,17]
67;2;[19,13,4,1,14,6,9]
67;19;[13,1,2,6,9,4,0]
68;18;[17,3,8]
68;8;[3,17,18]
68;9;[0,19,1,14,6,13,2]
68;2;[13,6,4,9,19,14,0]
68;11;[5]
68;12;[5]
68;17;[18,3,8]
68;4;[6,2,19,13,14,0,1]
68;6;[9,19,0,13,2,4,1]
68;15;[3,16,7]
68;7;[3,16,15]
68;13;[1,14,0,2,19,9,4]
68;19;[13,9,0,1,2,14,4]
68;14;[13,2,6,4,19,9,0]
68;0;[19,13,9,6,2,1,14]
68;1;[13,14,4,0,6,9,19]
69;17;[3,18,8]
69;6;[19,9,0,1,4,13,2]
69;12;[5]
69;4;[2,13,1,0,6,19,9]
69;18;[3,8,17]
69;13;[14,4,2,0,1,19,6]
69;8;[17,3,18]
69;11;[5]
69;19;[13,14,9,2,0,1,6]
69;0;[13,19,6,4,14,2,1]
69;9;[0,6,19,13,1,2,14]
69;7;[16,3,15]
69;1;[6,9,19,14,0,4,13]
69;14;[2,6,4,0,13,19,1]
69;15;[3,16,7]
69;2;[13,14,4,6,0,19,9]
70;17;[3,18,8]
70;0;[14,19,1,6,2,13,9]
70;8;[3,17,18]
70;11;[5]
70;12;[5]
70;6;[2,9,4,0,14,19,13]
70;4;[1,6,9,13,0,19,2]
70;2;[4,6,9,1,14,13,19]
70;19;[6,0,9,2,1,14,13]
70;9;[19,13,6,2,0,1,4]
70;18;[3,17,8]
70;15;[16,3,7]
70;7;[16,3,15]
70;13;[9,2,6,4,0,14,19]
70;14;[13,19,0,2,4,6,9]
70;1;[0,4,14,9,19,13,6]
71;12;[5]
71;2;[14,4,9,19,1,13,6]
71;15;[3,16,7]
71;8;[3,17,18]
71;11;[5]
71;7;[16,3,15]
71;19;[9,6,13,0,14,2,4]
71;0;[13,9,6,14,2,4,19]
71;13;[0,19,9,6,14,4,2]
71;17;[3,8,18]
71;18;[3,8,17]
71;14;[2,4,19,13,9,0,6]
71;9;[6,2,4,19,13,0,1]
71;4;[6,2,13,0,19,9,1]
71;6;[0,2,14,9,19,4,1]
71;1;[13,19,0,9,6,2,4]
72;18;[8,3,17]
72;15;[3,7,16]
72;11;[5]
72;7;[16,15,3]
72;12;[5]
72;19;[13,14,0,9,2,4,6]
72;0;[4,14,19,9,6,2,13]
72;9;[2,6,4,1,14,0,19]
72;13;[9,2,6,0,4,14,19]
72;8;[3,17,18]
72;2;[6,9,4,1,14,0,19]
72;6;[19,2,9,14,1,4,0]
72;4;[9,0,13,14,19,6,2]
72;1;[2,9,4,13,0,6,19]
72;17;[3,18,8]
72;14;[0,19,13,2,6,9,4]
73;13;[0,19,6,4,9,14,2]
73;11;[5]
73;7;[16,3,15]
73;9;[19,6,13,0,4,14,2]
73;0;[13,4,2,14,6,19,1]
73;19;[9,14,6,2,13,0,4]
73;1;[19,2,9,4,13,6,0]
73;6;[0,19,13,2,9,1,4]
73;18;[3,17,8]
73;14;[2,0,9,4,13,6,19]
73;8;[17,3,18]
73;12;[5]
73;17;[3,8,18]
73;15;[3,16,7]
73;4;[13,6,19,0,1,14,2]
73;2;[14,9,6,19,0,13,4]
74;12;[5]
74;15;[3,7,16]
74;6;[4,1,0,2,9,13,14]
74;8;[3,17,18]
74;2;[0,19,6,9,14,13,4]
74;13;[9,4,19,14,2,0,6]
74;4;[13,19,6,0,1,14,9]
74;9;[13,14,6,4,1,2,19]
74;1;[0,6,2,4,19,9,13]
74;17;[18,3,8]
74;18;[8,17,3]
74;11;[5]
74;7;[15,3,16]
74;0;[2,13,19,4,9,6,1]
74;19;[9,13,4,1,0,6,2]
74;14;[13,9,6,19,2,0,4]
75;15;[16,7,3]
75;11;[5]
75;19;[2,1,9,4,0,13,6]
75;4;[14,1,9,19,6,2,13]
75;1;[19,6,0,13,4,9,14]
75;6;[9,4,1,2,0,19,13]
75;8;[17,3,18]
75;18;[3,8,17]
75;9;[19,6,1,4,14,2,13]
75;17;[18,3,8]
75;7;[3,15,16]
75;12;[5]
75;0;[19,13,2,1,4,6,9]
75;13;[0,2,9,19,6,14,4]
75;14;[6,13,0,2,4,9,19]
75;2;[13,19,9,6,4,14,1]
76;11;[5]
76;4;[1,9,14,2,13,19,0]
76;18;[3,8,17]
76;17;[3,8,18]
76;15;[3,16,7]
76;8;[3,17,18]
76;19;[0,2,4,14,1,9,13]
76;9;[19,2,6,13,4,1,14]
76;6;[14,0,2,19,13,9,1]
76;1;[4,9,6,0,19,14,2]
76;7;[16,3,15]
76;12;[5]
76;13;[2,14,19,0,4,1,9]
76;0;[13,19,6,2,4,14,9]
76;14;[13,9,4,2,6,19,0]
76;2;[4,9,1,0,19,6,14]
77;0;[9,19,13,2,6,14,4]
77;19;[4,14,1,9,0,13,2]
77;4;[1,14,2,0,9,19,13]
77;6;[9,13,14,0,2,4,1]
77;9;[4,0,19,2,6,1,14]
77;1;[4,2,0,6,9,13,14]
77;14;[6,0,2,13,9,19,4]
77;8;[18,3,17]
77;12;[5]
77;13;[14,0,9,19,4,2,6]
77;11;[5]
77;15;[3,16,7]
77;17;[8,3,18]
77;7;[3,16,15]
77;2;[0,14,6,4,9,19,1]
77;18;[3,17,8]
78;18;[8,17,3]
78;17;[3,18,8]
78;11;[5]
78;15;[7,3,16]
78;1;[2,19,6,13,0,9,14]
78;7;[15,3,16]
78;9;[13,6,14,0,1,2,19]
78;19;[1,0,13,9,6,4,2]
78;4;[19,0,9,13,2,14,1]
78;0;[19,4,2,14,9,13,6]
78;2;[14,6,4,19,1,0,13]
78;14;[1,9,2,6,4,19,13]
78;6;[0,1,2,4,13,9,14]
78;8;[17,18,3]
78;12;[5]
78;13;[9,14,0,19,4,2,6]
79;19;[1,2,0,13,9,4,14]
79;12;[5]
79;6;[13,14,9,0,2,1,19]
79;9;[0,1,19,4,14,13,6]
79;8;[17,3,18]
79;4;[19,1,2,14,13,9,0]
79;14;[1,13,9,2,6,4,19]
79;0;[6,9,2,1,19,13,14]
79;13;[9,14,1,19,0,6,2]
79;17;[3,18,8]
79;15;[16,7,3]
79;11;[5]
79;2;[1,6,19,14,13,9,0]
79;7;[15,3,16]
79;18;[17,3,8]
79;1;[14,19,2,0,13,9,6]
80;11;[5]
80;15;[3,16,7]
80;7;[3,16,15]
80;17;[3,8,18]
80;13;[9,0,6,2,14,19,1]
80;18;[3,8,17]
80;19;[0,2,4,6,1,13,14]
80;6;[2,13,1,14,19,0,9]
80;14;[4,1,13,9,19,0,2]
80;8;[3,17,18]
80;12;[5]
80;9;[13,4,14,19,0,2,6]
80;4;[14,19,1,2,0,9,13]
80;2;[0,1,6,14,13,19,4]
80;1;[9,14,19,13,0,6,2]
80;0;[9,2,13,4,19,6,1]
81;12;[5]
81;11;[5]
81;9;[14,4,0,2,19,1,13]
81;15;[3,16,7]
81;1;[6,13,0,14,2,19,9]
81;7;[3,16,15]
81;2;[6,19,1,4,9,14,0]
81;18;[17,3,8]
81;6;[0,9,2,14,19,1,13]
81;13;[9,1,0,6,19,2,14]
81;14;[9,19,2,0,4,1,6]
81;8;[3,18,17]
81;0;[6,1,9,19,2,14,4]
81;17;[8,3,18]
81;19;[2,14,13,1,0,6,9]
81;4;[9,14,0,1,6,19,2]
82;6;[4,9,1,14,0,19,13]
82;18;[3,17,8]
82;13;[2,9,14,4,1,6,19]
82;1;[6,19,9,0,13,2,14]
82;14;[4,9,1,6,19,0,2]
82;11;[5]
82;4;[9,0,14,2,19,6,1]
82;15;[3,16,7]
82;17;[3,8,18]
82;8;[3,18,17]
82;19;[2,13,0,6,1,9,14]
82;7;[16,3,15]
82;12;[5]
82;9;[13,1,14,19,0,2,4]
82;0;[19,2,14,6,4,9,1]
82;2;[4,14,0,1,6,9,13]
83;11;[5]
83;6;[4,0,14,13,1,9,19]
83;18;[3,8,17]
83;1;[2,14,9,0,13,19,6]
83;8;[17,18,3]
83;7;[16,3,15]
83;15;[3,16,7]
83;14;[0,6,4,19,2,1,9]
83;13;[6,19,1,4,0,2,9]
83;2;[9,1,13,4,14,0,6]
